company_name,request_url,request_company_url,location,tags,founding_date,founders,employee_range,urls,emails,phones,description_short,description
Fleksy,https://e27.co/startup/fleksy,https://www.fleksy.com/,United States of America,,,,,,,,"Fleksy is the most PRIVATE, customizable keyboard to search, share and type, and officially the fastest keyboard in the world.","Fleksy is the most PRIVATE, customizable keyboard to search, share and type, and officially the fastest keyboard in the world. Find and send GIFs & Stickers, search the web privately with Qwant, auto correct what you type and customize your keyboard with powerful extensions & colorful themes."
Unboxed,https://e27.co/startup/unboxed,https://www.unboxed.social/,United States of America,,,,,"https://www.facebook.com/unboxed.network/,https://www.linkedin.com/company/unboxednetwork/",,,"Unboxed is a verified influencer marketer, guaranteeing identity, influence, and impact.","Unboxed is a verified influencer marketer, guaranteeing identity, influence, and impact.  People trust other people more than advertising, making micro-influencer marketing 5 times more engaging and generating 11 times more ROI than traditional marketing."
ClearDekho,https://e27.co/startup/cleardekho,https://www.cleardekho.com/,United States of America,,,,,"http://www.twitter.com/Cleardekho,https://www.facebook.com/cleardekho,https://in.linkedin.com/company/cleardekho.com",,,ClearDekho is a platform that uniquely blends both online and offline eyewear shopping experience and offers a wide range of affordable eyewear solutions to people across India.,"ClearDekho.com is India’s leading budget eyewear brand. Founded by two young entrepreneurs, Shivi Singh and Saurabh Dayal, ClearDekho is a platform that uniquely blends both online and offline eyewear shopping experience and offers a wide range of affordable eyewear solutions to people across India."
veriTAG,https://e27.co/startup/veritag,http://veritag.com/,United States of America,,,,,,,,"veriTAG Pte. Ltd. (veriTAG), has developed unique and innovative solution based on Near Field Communication (NFC) and QR Code technology","veriTAG Pte. Ltd. (veriTAG), has developed unique and innovative solution based on Near Field Communication (NFC) and QR Code technology and cloud computing to address a variety of deployment scenarios across a number of industry verticals, such as, in manufacturing, distribution, retail and healthcare."
Sakae Fintech,https://e27.co/startup/sakae-fintech,https://www.sakaefintech.com/,United States of America,,,,,"https://www.facebook.com/sakaefintechpage/,https://www.linkedin.com/company/sakae-fintech/",,,Sakaefintech Pte Ltd ( a subsidiary of Sakae Holdings Ltd) aims to bring prosperity to the masses through developing and providing useful financial & technological applications and training.,Sakaefintech Pte Ltd ( a subsidiary of Sakae Holdings Ltd) aims to bring prosperity to the masses through developing and providing useful financial & technological applications and training. We are committed to develop mobile solutions and courses to enhance people and businesses competency when dealing with the uncertain economy and market.
Reefic Protocol,https://e27.co/startup/reefic-protocol,https://www.reefic.io/,United States of America,,,,,,,,DECENTRALISED REWARD EXCHANGE,DECENTRALISED REWARD EXCHANGE
YeeCorp Financial,https://e27.co/startup/yeecorp-financial,http://www.yeecorp.com/,United States of America,,,,,,,,"YeeCorp Financial is committed to serving our clients with Affordable Health Insurance, Business Insurance, and Asset Management and Annuity in Hawaii.",
SGHomeNeeds,https://e27.co/startup/sghomeneeds,https://sghomeneeds.com,Singapore,Web,December 2017,,,https://www.facebook.com/sghomeneeds/,,,Aggregator in home services in Singapore. Our aim is to offer reliable home service providers. Aligned with the goal we are looking to work only with home professionals who have good reviews.,
NEET PREP,https://e27.co/startup/neet-prep,https://www.neetprep.com/,India,,January 2014,,,https://www.facebook.com/NEETprep/,,,"NEET PREP is the online platform to provide neet examination coaching. Our goal is to make best education available to every part of India with affordable price, cause no dream should be sacrificed.","NEET PREP provides neet examination coaching online. We started with an aim to make education available to every student, who aspires to be a doctor, and that too on very affordable prices."
Brand Balance,https://e27.co/startup/brand-balance,http://www.thebrandbalance.com/,India,,,,,"http://www.twitter.com/thebrandbalance,https://www.facebook.com/TheBrandBalance/",,,,
The Ortus Club,https://e27.co/startup/the-ortus-club,http://www.ortusclub.com,Singapore,,,,,https://www.linkedin.com/company/ortus-club/,,,The Ortus Club organizes executive knowledge sharing groups worldwide for senior peers to come together and discuss topical issues within their sector.,
Litecoin,https://e27.co/startup/litecoin,https://litecoin.com/,Singapore,Bitcoin,,,,http://www.twitter.com/LitecoinProject,,,"Litecoin is securely stored in a wallet on your computer, tablet, phone or laptop. Download yours and start sending and receiving payments with an address and a click.","Litecoin is securely stored in a wallet on your computer, tablet, phone or laptop. Download yours and start sending and receiving payments with an address and a click."
All Specs Automotive,https://e27.co/startup/all-specs-automotive,https://www.allspecsautomotive.com.au/,Australia,Automotive,,,,https://www.facebook.com/All-specs-automotive-tullamarine-ph-0430066144-494629597404747/,,,Are you in need of immediate emergency automotive maintenance in Keilor East? At All Specs Automotive it is ambition to provide a full range of car service from car servicing to auto electrical repair,"All Specs Automotive in Tullamarine is your local Car servicing expert. When you're looking for effortless administrations and services like logbook-servicing, 4wd-specialists, brakes & clutch repair, roadworthy certificate, auto electrical & diesel services in area surrounding Tullamarine, Airport west, Keilor East, Gladstone Park & Pascoe Vale for your vehicle, you should come see us first. Our group of qualified experts is prepared to serve you with the best auto repairs and upkeep here."
GandengTangan,https://e27.co/startup/gandengtangan-1,https://gandengtangan.org/,Indonesia,Finance,,,,"http://www.twitter.com/gandeng_tangan,https://www.facebook.com/gandengtanganorg,https://www.linkedin.com/company/gandengtangan-org/",,,"GandengTangan.org solves the micro-businesses’ difficulty in access to funding by providing “Community-Based Crowd-lending Platform”, a friendly loan access","GandengTangan.org solves the micro-businesses’ difficulty in access to funding by providing “Community-Based Crowd-lending Platform”, a friendly loan access focusing on the growth of micro-businesses by using technology, and combined with the assistance from a local representative, to help the unbankable micro entrepreneurs accomplish the growth of their business and their livelihood."
Sukkha Citta,https://e27.co/startup/sukkha-citta,https://www.sukkhacitta.com/,Indonesia,Finance,,,,,,,"We envision a future where rural artisans in Indonesia can earn a dignified income, lifting their families from the circle of poverty while sustaining their craft","We envision a future where rural artisans in Indonesia can earn a dignified income, lifting their families from the circle of poverty while sustaining their craft through access to knowledge and market."
Vertex Panache,https://e27.co/startup/vertex-panache,http://www.vertexpanache.propladder.com/,India,,,,,"http://www.twitter.com/PanacheVertex,https://www.facebook.com/Vertex-Panache-228685024390708/?modal=admin_todo_tour",,,Vertex Panache is a residential development by the popular real estate builder Vertex Homes.,"Vertex Panache may be a specially crafted structure enclosed by flour plants. Vertex Panache may be a good match for the search for quality housing beside luxury, enormous way, stunning landscape, and lavish interiors."
Contus,https://e27.co/startup/contus,https://www.contus.com/,United States of America,,February 2008,,,"http://www.twitter.com/contus,https://www.facebook.com/Contus.Support.Interactive,https://www.linkedin.com/company/contus",,,"Contus is a SMAC (Social, Mobile, Analytics, Cloud)  driven enterprise that focuses on bringing a digital transformation through mobile and cloud domains.","Being customer focused, their white label solutions are 100% customizable as per user requirements which have led them to have successfully delivered over 600 apps to big brands worldwide. The company majorly focuses on delivering e-commerce mobile apps, messaging solutions similar to WhatsApp, video on demand, live streaming, etc., Their solutions are built to be a compatible cross-platform with a 3 tier security system and cloud storage ensuring a lofty operational performance."
